Id,Title,DOI,Year,Source
"M1494","Swisslog: Robust and unified deep learning based log anomaly detection for diverse faults","10.1109/ISSRE5003.2020.00018",2020,"SNOWBALLING BACKWARD 2"
"M1495","Multi-class imbalanced graph convolutional network learning","",2020,"SNOWBALLING BACKWARD 2"
"M1496","Machine learning on graphs: A model and comprehensive taxonomy","",2020,"SNOWBALLING BACKWARD 2"
"M1497","Gluonts: Probabilistic and neural time series modeling in python","",2020,"SNOWBALLING BACKWARD 2"
"M1498","Cloud applications monitoring: An industrial study","10.1016/j.infsof.2020.106376",2020,"SNOWBALLING BACKWARD 2"
"M1499","DeCaf: Diagnosing and triaging performance issues in large-scale cloud services","10.1145/3377813.3381353",2020,"SNOWBALLING BACKWARD 2"
"M1500","Anomaly detection in wireless sensor network using machine learning algorithm","10.1016/j.comcom.2020.01.005",2020,"SNOWBALLING BACKWARD 2"
"M1501","Dyme: Dynamic Microservice Scheduling in Edge Computing Enabled IoT","10.1109/JIOT.2020.2981958",2020,"SNOWBALLING BACKWARD 2"
"M1502","ABFL: An autoencoder based practical approach for software fault localization","10.1016/j.ins.2019.08.077",2020,"SNOWBALLING BACKWARD 2"
"M1503","Interpreting Deep Learning-Based Networking Systems","10.1145/3387514.3405859",2020,"SNOWBALLING BACKWARD 2"
"M1504","Time Series Forecasting for Self-Aware Systems","10.1109/JPROC.2020.2983857",2020,"SNOWBALLING BACKWARD 2"
"M1505","Identifying linked incidents in large-scale online service systems","10.1145/3368089.3409768",2020,"SNOWBALLING BACKWARD 2"
"M1506","Towards fine-grained temporal network representation via time-reinforced random walk","",2020,"SNOWBALLING BACKWARD 2"
"M1507","Improving Log-Based Anomaly Detection with Component-Aware Analysis","10.1109/ICSME46990.2020.00069",2020,"SNOWBALLING BACKWARD 2"
"M1508","Toward ML-centric cloud platforms","10.1145/3364684",2020,"SNOWBALLING BACKWARD 2"
"M1509","How far have we come in detecting anomalies in distributed systems? an empirical study with a statement-level fault injection method","10.1109/ISSRE5003.2020.00015",2020,"SNOWBALLING BACKWARD 2"
"M1510","Simple and deep graph convolutional networks","",2020,"SNOWBALLING BACKWARD 2"
"M1511","Understanding contrastive representation learning through alignment and uniformity on the hypersphere","",2020,"SNOWBALLING BACKWARD 2"
"M1512","Identifying Failure Causalities in Multi-component Applications","10.1007/978-3-030-57506-9_17",2020,"SNOWBALLING BACKWARD 2"
"M1513","Using black-box performance models to detect performance regressions under varying workloads: an empirical study","10.1007/s10664-020-09866-z",2020,"SNOWBALLING BACKWARD 2"
"M1514","Transformers: State-of-the-art natural language processing","",2020,"SNOWBALLING BACKWARD 2"
"M1515","Sre book","",2020,"SNOWBALLING BACKWARD 2"
"M1516","STRATEGIES FOR PRE-TRAINING GRAPH NEURAL NETWORKS","",2020,"SNOWBALLING BACKWARD 2"
"M1517","Graph contrastive learning with augmentations","",2020,"SNOWBALLING BACKWARD 2"
"M1518","Unsupervised Anomaly Detection in Time Series Using LSTM-Based Autoencoders","10.1109/ATIT49449.2019.9030505",2019,"SNOWBALLING BACKWARD 2"
"M1519","GNNExplainer: Generating explanations for graph neural networks","",2019,"SNOWBALLING BACKWARD 2"
"M1520","Deep graph library: Towards efficient and scalable deep learning on graphs","",2019,"SNOWBALLING BACKWARD 2"
"M1521","Sifter: Scalable Sampling for Distributed Traces, without Feature Engineering","10.1145/3357223.3362736",2019,"SNOWBALLING BACKWARD 2"
"M1522","Workload-Adaptive Configuration Tuning for Hierarchical Cloud Schedulers","10.1109/TPDS.2019.2923197",2019,"SNOWBALLING BACKWARD 2"
"M1523","ATOM: Model-driven autoscaling for microservices","10.1109/ICDCS.2019.00197",2019,"SNOWBALLING BACKWARD 2"
"M1524","Unsupervised Anomaly Detection for Intricate KPIs via Adversarial Training of VAE","10.1109/INFOCOM.2019.8737430",2019,"SNOWBALLING BACKWARD 2"
"M1525","IFeedback: Exploiting user feedback for real-time issue detection in large-scale online service systems","10.1109/ASE.2019.00041",2019,"SNOWBALLING BACKWARD 2"
"M1526","Performance modeling for cloud microservice applications","10.1145/3297663.3310309",2019,"SNOWBALLING BACKWARD 2"
"M1527","Cluster-GCN: An efficient algorithm for training deep and large graph convolutional networks","10.1145/3292500.3330925",2019,"SNOWBALLING BACKWARD 2"
"M1528","Exploiting architecture/runtime model-driven traceability for performance improvement","10.1109/ICSA.2019.00017",2019,"SNOWBALLING BACKWARD 2"
"M1529","DeepGCNs: Can GCNs go as deep as CNNs?","10.1109/ICCV.2019.00936",2019,"SNOWBALLING BACKWARD 2"
"M1530","Continuous incident triage for large-scale online service systems","10.1109/ASE.2019.00042",2019,"SNOWBALLING BACKWARD 2"
"M1531","Fast graph representation learning with PyTorch Geometric","",2019,"SNOWBALLING BACKWARD 2"
"M1532","Cross-dataset Time Series Anomaly Detection for Cloud Systems","",2019,"SNOWBALLING BACKWARD 2"
"M1533","Deep learning for anomaly detection: a survey, CoRR","",2019,"SNOWBALLING BACKWARD 2"
"M1534","Simple and precise static analysis of untrusted Linux kernel extensions","10.1145/3314221.3314590",2019,"SNOWBALLING BACKWARD 2"
"M1535","Interpreting deep learning models for entity resolution: An experience report using LIME","10.1145/3329859.3329878",2019,"SNOWBALLING BACKWARD 2"
"M1536","What bugs cause production cloud incidents?","10.1145/3317550.3321438",2019,"SNOWBALLING BACKWARD 2"
"M1537","A containerized big data streaming architecture for edge cloud computing on clustered single-board devices","10.5220/0007695000680080",2019,"SNOWBALLING BACKWARD 2"
"M1538","Modeling and Optimizing Medium Composition for Shoot Regeneration of Chrysanthemum via Radial Basis Function-Non-dominated Sorting Genetic Algorithm-II (RBF-NSGAII)","10.1038/s41598-019-54257-0",2019,"SNOWBALLING BACKWARD 2"
"M1539","A review of recurrent neural networks: Lstm cells and network architectures","10.1162/neco_a_01199",2019,"SNOWBALLING BACKWARD 2"
"M1540","An Empirical Investigation of Incident Triage for Online Service Systems","10.1109/ICSE-SEIP.2019.00020",2019,"SNOWBALLING BACKWARD 2"
"M1541","Automatic performance monitoring and regression testing during the transition from monolith to microservices","10.1109/ISSREW.2019.00067",2019,"SNOWBALLING BACKWARD 2"
"M1542","A controller architecture for anomaly detection, root cause analysis and self-adaptation for cluster architectures","",2019,"SNOWBALLING BACKWARD 2"
"M1543","Dag-gnn: Dag structure learning with graph neural networks","",2019,"SNOWBALLING BACKWARD 2"
"M1544","Towards Automated Inter-Service Authorization for Microservice Applications","10.1145/3342280.3342288",2019,"SNOWBALLING BACKWARD 2"
"M1545","AIOps: Real-world challenges and research innovations","10.1109/ICSE-Companion.2019.00023",2019,"SNOWBALLING BACKWARD 2"
"M1546","A theoretical analysis of contrastive unsupervised representation learning","",2019,"SNOWBALLING BACKWARD 2"
"M1547","Self-adaptive healing for containerized cluster architectures with hidden Markov models","10.1109/FMEC.2019.8795322",2019,"SNOWBALLING BACKWARD 2"
"M1548","DeepFL: Integrating multiple fault diagnosis dimensions for deep fault localization","10.1145/3293882.3330574",2019,"SNOWBALLING BACKWARD 2"
"M1549","Simultaneous Isolation of Software Faults for Effective Fault Localization","10.1109/CSPA.2019.8696018",2019,"SNOWBALLING BACKWARD 2"
"M1550","Anomaly detection and analysis for clustered cloud computing reliability","",2019,"SNOWBALLING BACKWARD 2"
"M1551","Graph attention networks","",2018,"SNOWBALLING BACKWARD 2"
"M1552","Run-time prediction of power consumption for component deployments","10.1109/ICAC.2018.00025",2018,"SNOWBALLING BACKWARD 2"
"M1553","A performance exploration of architectural options for a middleware for decentralised lightweight edge cloud architectures","10.5220/0006677400730084",2018,"SNOWBALLING BACKWARD 2"
"M1554","Statistical Learning for Anomaly Detection in Cloud Server Systems: A Multi-Order Markov Chain Framework","10.1109/TCC.2015.2415813",2018,"SNOWBALLING BACKWARD 2"
"M1555","Serving DNNs in Real Time at Datacenter Scale with Project Brainwave","10.1109/MM.2018.022071131",2018,"SNOWBALLING BACKWARD 2"
"M1556","Interpretable Machine Learning. A Guide for Making Black Box Models Explainable","",2018,"SNOWBALLING BACKWARD 2"
"M1557","Searching for efficient multi-scale architectures for dense image prediction","",2018,"SNOWBALLING BACKWARD 2"
"M1558","Spatial temporal graph convolutional networks for skeleton-based action recognition","",2018,"SNOWBALLING BACKWARD 2"
"M1559","Monitorless: Predicting performance degradation in cloud applications with machine learning","10.1145/3361525.3361543",2019,"SNOWBALLING FORWARD 2"
"M1560","Service Fabric: A Distributed Platform for Building Microservices in the Cloud","10.1145/3190508.3190546",2018,"SNOWBALLING BACKWARD 2"
"M1561","Amdahl's law for tail latency: Queueing theoretic models can guide design trade-offs in systems targeting tail latency, not just average performance","10.1145/3232559",2018,"SNOWBALLING BACKWARD 2"
"M1562","Time-dependent representation for neural event sequence prediction","",2018,"SNOWBALLING BACKWARD 2"
"M1563","Adaptive anomaly detection in performance metric streams","10.1109/TNSM.2017.2750906",2018,"SNOWBALLING BACKWARD 2"
"M1564","A systematic review of cloud modeling languages","10.1145/3150227",2018,"SNOWBALLING BACKWARD 2"
"M1565","Detecting spacecraft anomalies using LSTMs and nonparametric dynamic thresholding","10.1145/3219819.3219845",2018,"SNOWBALLING BACKWARD 2"
"M1566","An experimental performance evaluation of autoscalers for complex workflows","",2018,"SNOWBALLING BACKWARD 2"
"M1567","FCatch: Automatically detecting time-of-fault bugs in cloud systems","10.1145/3173162.3177161",2018,"SNOWBALLING BACKWARD 2"
"M1568","The architectural implications of cloud microservices","10.1109/LCA.2018.2839189",2018,"SNOWBALLING BACKWARD 2"
"M1569","Azure accelerated networking: Smartnics in the public cloud","",2018,"SNOWBALLING BACKWARD 2"
"M1570","BERT: Pre-training of deep bidirectional transformers for language understanding","",2018,"SNOWBALLING BACKWARD 2"
"M1571","Oko: Extending open vswitch with stateful filters","10.1145/3185467.3185496",2018,"SNOWBALLING BACKWARD 2"
"M1572","Dags with no tears: Continuous optimization for structure learning","",2018,"SNOWBALLING BACKWARD 2"
"M1573","Data-driven root-cause analysis for distributed system anomalies","10.1109/CDC.2017.8264527",2018,"SNOWBALLING BACKWARD 2"
"M1574","DTFP-Growth: Dynamic Threshold-Based FP-Growth Rule Mining Algorithm Through Integrating Gene Expression, Methylation, and Protein-Protein Interaction Profiles","10.1109/TNB.2018.2803021",2018,"SNOWBALLING BACKWARD 2"
"M1575","CloudStore ? towards scalability, elasticity, and efficiency benchmarking and analysis in Cloud computing","10.1016/j.future.2017.04.018",2018,"SNOWBALLING BACKWARD 2"
"M1576","Rapid Deployment of Anomaly Detection Models for Large Number of Emerging KPI Streams","10.1109/PCCC.2018.8711315",2018,"SNOWBALLING BACKWARD 2"
"M1577","An empirical study on the effect of dynamic slicing on automated program repair efficiency","10.1109/ICSME.2018.00066",2018,"SNOWBALLING BACKWARD 2"
"M1578","Anomaly Detection in Complex Real World Application Systems","10.1109/TNSM.2017.2771403",2018,"SNOWBALLING BACKWARD 2"
"M1579","WSMeter: A performance evaluation methodology for Google's production warehouse-scale computers","10.1145/3173162.3173196",2018,"SNOWBALLING BACKWARD 2"
"M1580","Adaptive performance anomaly detection in distributed systems using online SVMs","",2018,"SNOWBALLING BACKWARD 2"
"M1581","System-level fail-safe","",2018,"SNOWBALLING BACKWARD 2"
"M1582","Empirical study on the discrepancy between performance testing results from virtual and physical environments","10.1007/s10664-017-9553-x",2018,"SNOWBALLING BACKWARD 2"
"M1583","An end-to-end deep learning architecture for graph classification","",2018,"SNOWBALLING BACKWARD 2"
"M1584","Modeling of Parametric Dependencies for Performance Prediction of Component-Based Software Systems at Run-Time","10.1109/ICSA.2018.00023",2018,"SNOWBALLING BACKWARD 2"
"M1585","Prediction of Slope Stability using Naive Bayes Classifier","10.1007/s12205-018-1337-3",2018,"SNOWBALLING BACKWARD 2"
"M1586","Synthetic Runtime Monitoring of Microservices Software Architecture","10.1109/COMPSAC.2018.10274",2018,"SNOWBALLING BACKWARD 2"
"M1587","Service function chain orchestration across multiple domains: A full mesh aggregation approach","10.1109/TNSM.2018.2861717",2018,"SNOWBALLING BACKWARD 2"
"M1588","A tutorial on Bayesian optimization","",2018,"SNOWBALLING BACKWARD 2"
"M1589","Architectural principles for cloud software","10.1145/3104028",2018,"SNOWBALLING BACKWARD 2"
"M1590","Next Stop 'NoOps': Enabling Cross-System Diagnostics Through Graph-Based Composition of Logs and Metrics","10.1109/CLUSTER.2018.00039",2018,"SNOWBALLING BACKWARD 2"
"M1591","A data set for user request trace-oriented monitoring and its applications","10.1109/TSC.2015.2491286",2018,"SNOWBALLING BACKWARD 2"
"M1592","Deploying Microservice Based Applications with Kubernetes: Experiments and Lessons Learned","10.1109/CLOUD.2018.00148",2018,"SNOWBALLING BACKWARD 2"
"M1593","Crystal Graph Convolutional Neural Networks for an Accurate and Interpretable Prediction of Material Properties","10.1103/PhysRevLett.120.145301",2018,"SNOWBALLING BACKWARD 2"
"M1594","Studying and detecting log-related issues","10.1007/s10664-018-9603-z",2018,"SNOWBALLING BACKWARD 2"
"M1595","Diffusion convolutional recurrent neural network: Data-driven traffic forecasting","",2018,"SNOWBALLING BACKWARD 2"
"M1596","Robust and Unsupervised KPI Anomaly Detection Based on Conditional Variational Autoencoder","10.1109/PCCC.2018.8710885",2018,"SNOWBALLING BACKWARD 2"
"M1597","The pains and gains of microservices: A Systematic grey literature review","10.1016/j.jss.2018.09.082",2018,"SNOWBALLING BACKWARD 2"
"M1598","Anomaly detection and diagnosis for container-based microservices with performance","",2018,"SNOWBALLING BACKWARD 2"
"M1599","Graph neural networks: A review of methods and applications","",2018,"SNOWBALLING BACKWARD 2"
"M1600","Online learning of run-time models for performance and resource management in data centers","10.1007/978-3-319-47474-8_17",2017,"SNOWBALLING BACKWARD 2"
"M1601","Modeling and extracting load intensity profiles","10.1145/3019596",2017,"SNOWBALLING BACKWARD 2"
"M1602","The difference learning of hidden layer between autoencoder and variational autoencoder","10.1109/CCDC.2017.7979344",2017,"SNOWBALLING BACKWARD 2"
"M1603","Online workload forecasting","10.1007/978-3-319-47474-8_18",2017,"SNOWBALLING BACKWARD 2"
"M1604","TaskInsight: A fine-grained performace anomaly detection and problem locating system","10.1109/CLOUD.2016.134",2017,"SNOWBALLING BACKWARD 2"
"M1605","A Study of Long-Tail Latency in n-Tier Systems: RPC vs. Asynchronous Invocations","10.1109/ICDCS.2017.32",2017,"SNOWBALLING BACKWARD 2"
"M1606","Limitations of Load Balancing Mechanisms for N-Tier Systems in the Presence of Millibottlenecks","10.1109/ICDCS.2017.188",2017,"SNOWBALLING BACKWARD 2"
"M1607","Telescope: A hybrid forecast method for univariate time series","",2017,"SNOWBALLING BACKWARD 2"
"M1608","A Visit to the Jungle of Terminology","10.1109/DSN-W.2017.32",2017,"SNOWBALLING BACKWARD 2"
"M1609","Scalability Analysis of Cloud Software Services","10.1109/ICAC.2017.34",2017,"SNOWBALLING BACKWARD 2"
"M1610","Workload characterization of interactive cloud services on big and small server platforms","10.1109/IISWC.2017.8167770",2017,"SNOWBALLING BACKWARD 2"
"M1611","Statistical analysis of latency through semantic profiling","10.1145/3064176.3064179",2017,"SNOWBALLING BACKWARD 2"
"M1612","Self-Tuning Resource Demand Estimation","10.1109/ICAC.2017.19",2017,"SNOWBALLING BACKWARD 2"
"M1613","Reliable self-deployment of distributed cloud applications","10.1002/spe.2400",2017,"SNOWBALLING BACKWARD 2"
"M1614","The Bayesian Network based program dependence graph and its application to fault localization","10.1016/j.jss.2017.08.025",2017,"SNOWBALLING BACKWARD 2"
"M1615","An expandable extraction framework for architectural performance models","10.1145/3053600.3053634",2017,"SNOWBALLING BACKWARD 2"
"M1616","MilliScope: A Fine-Grained Monitoring Framework for Performance Debugging of n-Tier Web Services","10.1109/ICDCS.2017.228",2017,"SNOWBALLING BACKWARD 2"
"M1617","Learning from Failure Across Multiple Clusters: A Trace-Driven Approach to Understanding, Predicting, and Mitigating Job Terminations","10.1109/ICDCS.2017.317",2017,"SNOWBALLING BACKWARD 2"
"M1618","Elements of causal inference - Foundations and learning algorithms","",2017,"SNOWBALLING BACKWARD 2"
"M1619","Network dissection: Quantifying interpretability of deep visual representations","10.1109/CVPR.2017.354",2017,"SNOWBALLING BACKWARD 2"
"M1620","Failure analysis and prediction for big-data systems","10.1109/TSC.2016.2543718",2017,"SNOWBALLING BACKWARD 2"
"M1621","Residual attention network for image classification","",2017,"SNOWBALLING BACKWARD 2"
"M1622","A comparison of reinforcement learning techniques for fuzzy cloud auto-scaling","10.1109/CCGRID.2017.15",2017,"SNOWBALLING BACKWARD 2"
"M1623","Cross-sentence n-ary relation extraction with graph lstms","",2017,"SNOWBALLING BACKWARD 2"
"M1624","Distributing data analytics for efficient multiple traffic anomalies detection","10.1016/j.comcom.2017.03.008",2017,"SNOWBALLING BACKWARD 2"
"M1625","Evaluating and Improving Fault Localization","10.1109/ICSE.2017.62",2017,"SNOWBALLING BACKWARD 2"
"M1626","Pattern-based multi-cloud architecture migration","10.1002/spe.2442",2017,"SNOWBALLING BACKWARD 2"
"M1627","Positive-unlabeled learning with non-negative risk estimator","",2017,"SNOWBALLING BACKWARD 2"
"M1628","The Deluge of Spurious Correlations in Big Data","10.1007/s10699-016-9489-4",2017,"SNOWBALLING BACKWARD 2"
"M1629","An experimental performance evaluation of autoscaling policies for complex workflows","10.1145/3030207.3030214",2017,"SNOWBALLING BACKWARD 2"
"M1630","Plasticine: A reconfigurable architecture for parallel paterns","10.1145/3079856.3080256",2017,"SNOWBALLING BACKWARD 2"
"M1631","Towards an understanding of microservices","10.23919/IConAC.2017.8082018",2017,"SNOWBALLING BACKWARD 2"
"M1632","Dynamic edge-conditioned filters in convolutional neural networks on graphs","10.1109/CVPR.2017.11",2017,"SNOWBALLING BACKWARD 2"
"M1633","Model-based self-Aware performance and resource management using the descartes modeling language","10.1109/TSE.2016.2613863",2017,"SNOWBALLING BACKWARD 2"
"M1634","Semi-supervised classification with graph convolutional networks","",2017,"SNOWBALLING BACKWARD 2"
"M1635","PowerChief: Intelligent power allocation for multi-stage applications to improve responsiveness on power constrained CMP","10.1145/3079856.3080224",2017,"SNOWBALLING BACKWARD 2"
"M1636","LSTM: A Search Space Odyssey","10.1109/TNNLS.2016.2582924",2017,"SNOWBALLING BACKWARD 2"
"M1637","Imbalanced-learn: A python toolbox to tackle the curse of imbalanced datasets in machine learning","",2017,"SNOWBALLING BACKWARD 2"
"M1638","In-datacenter performance analysis of a tensor processing unit","10.1145/3079856.3080246",2017,"SNOWBALLING BACKWARD 2"
"M1639","Gray Failure: The Achilles' Heel of Cloud-Scale Systems","10.1145/3102980.3103005",2017,"SNOWBALLING BACKWARD 2"
"M1640","Online and Scalable Unsupervised Network Anomaly Detection Method","10.1109/TNSM.2016.2627340",2017,"SNOWBALLING BACKWARD 2"
"M1641","Using LSTM and GRU neural network methods for traffic flow prediction","10.1109/YAC.2016.7804912",2017,"SNOWBALLING BACKWARD 2"
"M1642","Bug Localization with Combination of Deep Learning and Information Retrieval","10.1109/ICPC.2017.24",2017,"SNOWBALLING BACKWARD 2"
"M1643","An exploratory study of performance regression introducing code changes","10.1109/ICSME.2017.13",2017,"SNOWBALLING BACKWARD 2"
"M1644","A unified approach to the performance analysis of caching systems","10.1145/2896380",2016,"SNOWBALLING BACKWARD 2"
"M1645","Modeling and prediction of Software-Defined Networks performance using Queueing Petri Nets","",2016,"SNOWBALLING BACKWARD 2"
"M1646","Deep structured energy based models for anomaly detection","",2016,"SNOWBALLING BACKWARD 2"
"M1647","Open Issues in Scheduling Microservices in the Cloud","10.1109/MCC.2016.112",2016,"SNOWBALLING BACKWARD 2"
"M1648","Automatic Generation of Efficient Accelerators for Reconfigurable Hardware","10.1109/ISCA.2016.20",2016,"SNOWBALLING BACKWARD 2"
"M1649","Ppbench a visualizing network benchmark for microservices","10.5220/0005732202230231",2016,"SNOWBALLING BACKWARD 2"
"M1650","Optimal provision of multiple service types","10.1109/MASCOTS.2016.16",2016,"SNOWBALLING BACKWARD 2"
"M1651","XGBoost: A scalable tree boosting system","10.1145/2939672.2939785",2016,"SNOWBALLING BACKWARD 2"
"M1652","Why should i trust you? Explaining the predictions of any classifier","10.1145/2939672.2939778",2016,"SNOWBALLING BACKWARD 2"
"M1653","Node2vec: Scalable feature learning for networks","10.1145/2939672.2939754",2016,"SNOWBALLING BACKWARD 2"
"M1654","Variational graph auto-encoders","",2016,"SNOWBALLING BACKWARD 2"
"M1655","Towards performance tooling interoperability: An open format for representing execution traces","",2016,"SNOWBALLING BACKWARD 2"
"M1656","Structural-RNN: Deep learning on spatio-temporal graphs","10.1109/CVPR.2016.573",2016,"SNOWBALLING BACKWARD 2"
"M1657","A cloud-scale acceleration architecture","10.1109/MICRO.2016.7783710",2016,"SNOWBALLING BACKWARD 2"
"M1658","Sapienz: Multi-objective automated testing for android applications","10.1145/2931037.2931054",2016,"SNOWBALLING BACKWARD 2"
"M1659","Semantic object parsing with graph LSTM","10.1007/978-3-319-46448-0_8",2016,"SNOWBALLING BACKWARD 2"
"M1660","Practitioners' expectations on automated fault localization","10.1145/2931037.2931051",2016,"SNOWBALLING BACKWARD 2"
"M1661","Tailbench: A benchmark suite and evaluation methodology for latency-critical applications","10.1109/IISWC.2016.7581261",2016,"SNOWBALLING BACKWARD 2"
"M1662","Seer: A Lightweight Online Failure Prediction Approach","10.1109/TSE.2015.2442577",2016,"SNOWBALLING BACKWARD 2"
"M1663","Kraken: Leveraging live traffic tests to identify and resolve resource utilization bottlenecks in large scale web services","",2016,"SNOWBALLING BACKWARD 2"
"M1664","PEAS: A performance evaluation framework for auto-scaling strategies in cloud applications","10.1145/2930659",2016,"SNOWBALLING BACKWARD 2"
"M1665","Generating configurable hardware from parallel patterns","10.1145/2872362.2872415",2016,"SNOWBALLING BACKWARD 2"
"M1666","Fuzzy self-learning controllers for elasticity management in dynamic cloud architectures","10.1109/QoSA.2016.13",2016,"SNOWBALLING BACKWARD 2"
"M1667","An Unsupervised Spatiotemporal Graphical Modeling Approach to Anomaly Detection in Distributed CPS","10.1109/ICCPS.2016.7479069",2016,"SNOWBALLING BACKWARD 2"
"M1668","A Platform for Automating Chaos Experiments","10.1109/ISSREW.2016.52",2016,"SNOWBALLING BACKWARD 2"
"M1669","Ready for rain? a view from spec research on the future of cloud metrics","",2016,"SNOWBALLING BACKWARD 2"
"M1670","Managing Uncertainty in Autonomic Cloud Elasticity Controllers","10.1109/MCC.2016.66",2016,"SNOWBALLING BACKWARD 2"
"M1671","Anomaly Detection and Root Cause Localization in Virtual Network Functions","10.1109/ISSRE.2016.32",2016,"SNOWBALLING BACKWARD 2"
"M1672","Low-latency TCP/IP stack for data center applications","10.1109/FPL.2016.7577319",2016,"SNOWBALLING BACKWARD 2"
"M1673","Robust and reliable reconfiguration of cloud applications","10.1016/j.jss.2015.09.020",2016,"SNOWBALLING BACKWARD 2"
"M1674","The challenges of staying together while moving fast: An exploratory study","10.1145/2884781.2884871",2016,"SNOWBALLING BACKWARD 2"
"M1675","Learning a hierarchical monitoring system for detecting and diagnosing service issues","10.1145/2783258.2788624",2015,"SNOWBALLING BACKWARD 2"
"M1676","Detecting latency degradation patterns in service-based systems","10.1145/3358960.3379126",2020,"SNOWBALLING BACKWARD 2"
"M1677","An Industrial Case Study on the Automated Detection of Performance Regressions in Heterogeneous Environments","10.1109/ICSE.2015.144",2015,"SNOWBALLING BACKWARD 2"
"M1678","Microservices from theory to practice creating applications in IBM bluemix using the microservices approach","",2015,"SNOWBALLING BACKWARD 2"
"M1679","Single target tracking using adaptive clustered decision trees and dynamic multi-level appearance models","10.1109/CVPR.2015.7299132",2015,"SNOWBALLING BACKWARD 2"
"M1680","Generic and scalable framework for automated time-series anomaly detection","10.1145/2783258.2788611",2015,"SNOWBALLING BACKWARD 2"
"M1681","Aura: An IoT based cloud infrastructure for localized mobile computation outsourcing","10.1109/MobileCloud.2015.37",2015,"SNOWBALLING BACKWARD 2"
"M1682","Dynamic time warping based causality analysis for root-cause diagnosis of nonstationary fault processes","10.1016/j.ifacol.2015.09.146",2015,"SNOWBALLING BACKWARD 2"
"M1683","Performance-oriented DevOps: A research agenda","",2015,"SNOWBALLING BACKWARD 2"
"M1684","Profiling a warehouse-scale computer","10.1145/2749469.2750392",2015,"SNOWBALLING BACKWARD 2"
"M1685","Using dynatrace monitoring data for generating performance models of java EE applications","10.1145/2668930.2688061",2015,"SNOWBALLING BACKWARD 2"
"M1686","Variational autoencoder based anomaly detection using reconstruction probability","",2015,"SNOWBALLING BACKWARD 2"
"M1687","Microarchitectural implications of event-driven server-side web applications","10.1145/2830772.2830792",2015,"SNOWBALLING BACKWARD 2"
"M1688","Neural machine translation by jointly learning to align and translate","",2015,"SNOWBALLING BACKWARD 2"
"M1689","Scalable 10Gbps TCP/IP stack architecture for reconfigurable hardware","10.1109/FCCM.2015.12",2015,"SNOWBALLING BACKWARD 2"
"M1690","Evaluating approaches to resource demand estimation","10.1016/j.peva.2015.07.005",2015,"SNOWBALLING BACKWARD 2"
"M1691","Adrenaline: Pinpointing and reining in tail queries with quick voltage boosting","10.1109/HPCA.2015.7056039",2015,"SNOWBALLING BACKWARD 2"
"M1692","Systems of systems engineering: Basic concepts, model-based techniques, and research directions","10.1145/2794381",2015,"SNOWBALLING BACKWARD 2"
"M1693","Self-Learning Cloud Controllers: Fuzzy Q-Learning for Knowledge Evolution","10.1109/ICCAC.2015.35",2015,"SNOWBALLING BACKWARD 2"
"M1694","Long Short Term Memory networks for anomaly detection in time series","",2015,"SNOWBALLING BACKWARD 2"
"M1695","Online diagnosis of accidental faults for real-time embedded systems using a hidden Markov model","10.1177/0037549715590598",2015,"SNOWBALLING BACKWARD 2"
"M1696","A Survey on Load Testing of Large-Scale Software Systems","10.1109/TSE.2015.2445340",2015,"SNOWBALLING BACKWARD 2"
"M1697","Energy Efficiency of Hierarchical Server Load Distribution Strategies","10.1109/MASCOTS.2015.11",2015,"SNOWBALLING BACKWARD 2"
"M1698","Network function virtualization: Challenges and opportunities for innovations","10.1109/MCOM.2015.7045396",2015,"SNOWBALLING BACKWARD 2"
"M1699","Scheduled sampling for sequence prediction with recurrent neural networks","",2015,"SNOWBALLING BACKWARD 2"
"M1700","Comparing the accuracy of resource demand measurement and estimation techniques","10.1007/978-3-319-23267-6_8",2015,"SNOWBALLING BACKWARD 2"
"M1701","Automatic detecting performance bugs in cloud computing systems via learning latency specification model","10.1109/SOSE.2014.43",2014,"SNOWBALLING BACKWARD 2"
"M1702","Hypertext transfer protocol (HTTP/1.1): Semantics and contentcontent negotiation","",2014,"SNOWBALLING BACKWARD 2"
"M1703","Sequence to sequence learning with neural networks","",2014,"SNOWBALLING BACKWARD 2"
"M1704","Visualizing and understanding convolutional networks","10.1007/978-3-319-10590-1_53",2014,"SNOWBALLING BACKWARD 2"
"M1705","LibReDE: A library for resource demand estimation","10.1145/2568088.2576093",2014,"SNOWBALLING BACKWARD 2"
"M1706","Empirical evaluation of gated recurrent neural networks on sequence modeling","",2014,"SNOWBALLING BACKWARD 2"
"M1707","Identifying Recurrent and Unknown Performance Issues","10.1109/ICDM.2014.96",2014,"SNOWBALLING BACKWARD 2"
"M1708","DeepWalk: Online learning of social representations","10.1145/2623330.2623732",2014,"SNOWBALLING BACKWARD 2"
"M1709","BigDataBench: A big data benchmark suite from internet services","10.1109/HPCA.2014.6835958",2014,"SNOWBALLING BACKWARD 2"
"M1710","A reconfigurable fabric for accelerating large-scale datacenter services","10.1109/ISCA.2014.6853195",2014,"SNOWBALLING BACKWARD 2"
"M1711","Workload-aware anomaly detection for web applications","10.1016/j.jss.2013.03.060",2014,"SNOWBALLING BACKWARD 2"
"M1712","SUNCAT: Helping developers understand and predict performance problems in smartphone applications","10.1145/2610384.2610410",2014,"SNOWBALLING BACKWARD 2"
"M1713","Analysis of different data mining tools using classification, clustering and association rule mining","",2014,"SNOWBALLING BACKWARD 2"
